Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z
0.0053,0.0322,-0.1111,5.5366,-2.1368,7.0282
0.0655,-0.0741,0.0751,5.8682,-2.0339,6.5517
-0.0834,-0.0378,0.0554,6.3805,-2.1320,6.5948
-0.0725,-0.0786,-0.1362,5.8849,-2.2841,6.4895
-0.0477,-0.1506,0.0448,5.9795,-2.1763,6.3770
-0.1844,-0.4466,0.0592,6.7133,-2.1272,6.1196
0.0498,-0.0187,-0.0458,6.5350,-2.2063,6.2620
-0.2036,0.0197,-0.0632,6.5505,-2.2338,6.2668
-0.1111,0.1156,-0.1282,6.0825,-2.1703,6.7217
-0.3469,-0.1082,-0.1090,5.6156,-2.1847,6.5182
-0.5345,-0.2739,0.1085,5.8107,-2.4912,7.1024
-0.6869,-0.2598,0.1660,5.5210,-2.9066,7.6327
-0.5249,-0.4530,0.6979,5.3355,-3.2034,7.6770
0.5902,-1.2340,0.7759,6.6523,-3.7014,7.5549
0.9188,-1.0064,0.2614,7.0533,-3.4740,5.9376
0.8045,-1.0898,0.3512,7.5633,-2.9377,4.2377
0.7498,-0.5662,0.4788,8.3893,-2.8790,3.6595
0.6712,-0.6398,0.1482,8.5365,-3.0143,3.9828
0.8439,0.2345,0.3536,9.0824,-2.7174,2.4672
0.1226,-0.3128,0.0200,8.3701,-2.6300,2.4995
0.0520,0.1961,0.0714,8.3462,-2.4205,2.8958
0.1431,-0.5990,0.0109,7.8111,-2.6097,4.9488
0.3664,-0.5476,0.4623,7.8685,-2.5774,6.6355
1.2164,-1.0635,0.8156,10.0688,-2.9604,6.4344
1.8218,-1.3736,0.0000,9.7839,-2.8287,4.9464
1.1487,-2.2284,-0.6134,10.2268,-2.0351,1.8878
0.6776,-1.4378,-0.4618,9.3733,-1.5502,3.3651
1.9452,-1.2774,-0.2377,10.4663,-1.5024,1.9668
1.4989,-0.9654,-0.4042,10.8649,-0.9924,-0.0646
1.1802,-0.8399,-0.6502,10.3872,-0.7350,-0.4884
0.9555,-0.6571,-0.5415,10.7308,-0.3759,-1.4832
0.6896,0.1663,-0.3333,9.9742,-0.2729,-1.4736
0.6979,-0.6643,-0.5985,10.4531,-0.0778,-0.9373
1.6928,-0.8855,-0.7560,10.3070,0.5435,-1.2761
0.9105,-0.5276,-0.9350,9.8078,1.6652,-2.8706
0.3850,-1.0944,-0.7850,9.8150,2.0087,-3.3579
0.0544,-0.4575,-0.8388,10.0173,2.3367,-2.6887
0.1641,-0.0568,-0.8636,9.4667,2.5391,-2.9197
-0.0703,-0.0986,-1.0525,8.9423,3.0215,-3.1520
-0.4471,0.3744,-0.8703,9.1387,3.5698,-3.3040
-0.3560,0.0597,-0.8977,8.8992,3.8930,-2.9066
-0.4562,0.3925,-1.0096,8.8023,4.4089,-2.9497
-0.6403,0.3206,-1.0994,7.6160,5.0769,-2.5606
-0.6915,0.3842,-0.7759,8.8657,5.4049,-1.9848
-0.7629,0.5750,-0.8697,8.1918,5.8790,-1.8794
-0.8727,0.6787,-0.9590,7.3490,6.2525,-0.8655
-0.8258,0.6651,-1.1572,6.8606,6.5984,-0.9840
-0.9377,0.5017,-0.9824,7.3143,6.7109,-0.1556
-1.1431,0.7480,-1.0115,6.2417,7.1383,0.2131
-0.9017,1.2644,-1.0094,4.5825,7.2317,-0.7171
-1.6204,1.1362,-0.4098,6.0310,6.5290,2.5642
-1.2540,1.1780,-1.1322,4.3443,7.2377,2.7749
-1.4472,0.5129,-1.0531,3.8798,7.0497,5.2996
-0.9100,0.6757,-0.9585,3.6488,6.9851,5.0901
-1.1724,0.5393,-1.3161,2.3355,6.8666,4.7920
-0.9878,0.6094,-0.8905,1.2594,6.3638,6.0262
-0.8300,0.4064,-0.8271,1.0977,6.2429,5.8694
-0.7954,0.2204,-0.5718,0.5207,6.0777,5.9125
-0.7749,-0.2286,-0.2763,0.8631,5.9077,5.5617
-1.0333,0.1436,-0.5028,1.2210,5.3307,5.9580
-1.3022,0.1761,-0.5207,0.1149,4.9297,7.0126
-1.1690,0.4306,-0.0019,0.3579,4.5622,7.7859
-0.9038,-0.0309,-0.6779,0.1712,3.9780,6.3518
-1.5140,0.1023,-0.4506,0.2155,2.9413,7.6100
-1.2921,-0.3147,-0.4820,-0.7266,2.7916,8.0721
-0.9593,-0.2377,0.0144,0.0599,2.2482,8.5353
-1.1588,-0.1188,-0.1300,-0.0670,1.7980,8.0852
-1.2409,-0.3190,0.1743,-0.0120,1.3431,7.3107
-1.7019,-0.7645,0.4986,1.4018,0.1377,9.3877
-0.9116,-0.2257,-0.0352,1.0056,-0.5806,9.4739
-1.0584,-0.6225,0.0666,0.4956,-1.0427,9.3362
-1.1314,-0.5545,0.4463,1.0738,-1.4784,8.7700
-0.9553,-0.8007,0.3363,1.4784,-2.3942,8.9328
-0.9342,-0.6864,0.6544,2.0255,-2.5809,9.2033
-0.1943,-0.4884,0.6241,2.5714,-2.5402,9.3817
0.2758,-0.5289,0.5782,2.8671,-2.5893,8.0505
-0.0069,-1.0344,0.7466,2.3487,-2.5510,7.9380
0.0578,-0.2713,1.1178,4.1144,-3.2657,9.2380
0.1857,-0.5284,0.8769,3.3208,-2.9042,9.2177
0.4125,-0.4005,0.8825,3.9504,-2.9532,8.7843
0.2729,-0.3973,0.7109,4.6256,-2.6947,7.9643
0.1183,-0.1367,0.4802,4.5334,-2.5594,8.1044
0.2257,0.0213,0.4367,4.3886,-2.5857,8.3222
0.3152,0.2137,0.5140,4.2904,-2.4983,8.0852
0.3285,0.1447,0.4154,4.6986,-2.4708,7.7895
0.2579,-0.0461,0.3283,4.6986,-2.2817,7.7105
0.3352,-0.0008,0.2995,4.8770,-2.0566,7.3370
0.1466,0.0187,0.1937,5.0099,-1.9656,6.8067
-0.0706,-0.1492,0.0621,4.4388,-2.0387,7.4723
0.0338,-0.0288,0.0213,4.3179,-1.9908,7.7764
0.0448,-0.0634,-0.0008,3.9421,-1.9465,7.7644
0.0053,0.0317,0.0240,4.0330,-1.9549,7.8721
0.0250,-0.0466,-0.0456,3.7649,-1.8483,7.7345
0.0152,0.0472,0.0663,4.1635,-1.9513,7.7464
0.0506,-0.0147,-0.0541,3.5949,-1.8531,7.8183
0.0546,-0.1015,0.1500,4.3144,-1.7262,7.4747
-0.0767,-0.0410,0.0069,4.2497,-1.5443,7.7417
-0.0160,-0.0546,0.0610,4.5167,-1.6448,7.3694
-0.1394,-0.0799,-0.1100,4.1611,-1.7813,7.7309
-0.0781,-0.0738,0.0115,4.0115,-1.8854,7.9607
0.0274,-0.0088,0.0163,4.2509,-1.8866,8.0541
-0.0200,0.0341,-0.0389,3.9181,-1.6029,7.7189
-0.1164,0.0927,-0.0157,4.1480,-1.7705,8.5150
0.2601,0.1127,-0.0703,3.2836,-1.6053,8.3498
0.3152,-0.0645,0.2747,4.2341,-1.7023,7.4232
0.1418,0.0117,0.1162,4.3670,-1.5143,6.8307
-0.1258,-0.0176,0.1021,4.2270,-1.5024,7.6674
0.0629,-0.0703,0.1700,4.5131,-1.5562,7.8386
-0.0051,-0.0618,0.0554,4.4209,-1.3803,7.2975
-0.0911,0.0085,0.0632,4.4556,-1.2941,7.6662
-0.0168,0.0405,0.0392,4.3778,-1.4102,7.5202
-0.1322,-0.0767,0.0735,4.5322,-1.4964,7.6195
0.0282,-0.0301,-0.0195,4.3586,-1.6723,7.6614
-0.1543,-0.1156,0.0458,4.2258,-1.4820,7.6890
0.0264,-0.1681,0.0949,4.3251,-1.5443,7.6579
-0.0309,0.2593,0.0658,4.3981,-1.7621,8.1223
0.0666,0.2931,0.1175,4.7740,-1.6221,9.1925
0.3976,0.3126,-0.1202,4.0582,-1.4557,8.0098
-0.0749,-0.3810,0.0815,4.6914,-0.9206,6.9947
