Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z
-0.0965,-0.3802,2.0209,6.2620,-3.7134,8.8538
0.3930,-0.1428,1.6550,4.1300,-2.6384,8.3629
-0.0893,-0.0072,1.3480,6.2189,-0.7183,6.6140
0.2078,0.0783,0.1729,4.5957,0.0000,8.5461
0.1436,-0.2723,-0.1082,1.8914,0.5770,5.8718
-0.1498,-0.0043,-0.0874,0.4441,0.3771,7.6088
-0.2486,0.0304,0.1332,0.7949,1.0606,7.8338
-0.2566,-0.1258,-0.0344,1.0558,0.7997,8.5856
-0.2990,-0.0011,0.1002,0.9900,0.6656,8.9220
-0.1713,-0.0173,0.1013,1.4664,0.7638,8.6371
-0.2867,-0.0205,0.0296,0.8715,0.6584,7.6507
-0.4263,-0.1404,0.1061,1.1899,0.5758,8.0002
-0.3757,0.0320,0.1023,0.9409,0.2107,8.5461
-0.4375,-0.0131,0.3104,1.2713,-0.2334,9.7803
-0.2196,0.1980,0.4948,5.0757,-1.3108,12.6414
0.6459,-0.1199,-0.4175,17.0335,-3.5626,21.4437
2.2838,-0.2326,-3.3406,16.4254,-5.8754,19.0112
3.1704,-0.8458,-5.1129,1.2246,-7.7177,3.9049
1.3896,-1.8303,-3.6500,-10.9583,-3.5027,-11.0157
-2.2239,-1.2284,-1.1354,-6.8750,-4.4053,-12.1554
-3.7355,-1.0469,-0.1234,-0.9924,-4.5538,-4.8135
-5.5051,-1.7642,0.5550,5.3056,-6.5074,10.0114
-2.2844,-0.1663,-2.5381,22.4768,-10.2268,39.2254
2.5335,1.8365,-3.2658,3.9002,-10.5656,36.6899
4.4041,1.1040,-3.1192,2.8132,-6.6104,12.4714
3.7864,0.1823,-3.0601,-5.4480,-3.5913,-2.6193
1.8082,-0.0469,-0.9030,-7.7524,1.3431,-9.6271
0.1279,-0.1580,-0.0069,-0.7111,2.8156,-6.7696
-0.9891,0.1474,-0.3182,-0.0060,1.6532,-5.6790
-1.9001,0.8564,0.0211,0.9553,-0.9732,-5.7269
-2.6412,1.4429,-0.4943,1.7502,-3.9097,-8.6574
-5.5568,-0.5590,-1.0784,-5.5701,-7.4053,-12.8545
-6.9715,0.2699,1.0688,2.4983,-14.5520,30.1849
-1.7176,-0.7749,-0.9936,9.0453,-13.7128,39.2254
0.6837,0.2049,-0.5476,0.4238,-6.5290,21.7082
1.0768,0.2372,-0.2947,1.0678,-4.3323,10.2208
0.7163,0.1511,-0.0962,-2.6456,-3.0873,4.7573
0.1751,0.2928,0.4325,-0.0838,-2.5869,4.2916
-0.0895,0.0770,0.3701,-0.2430,-3.2597,6.8067
0.0067,0.1911,0.4471,1.3276,-3.1580,8.0062
0.0101,0.2020,0.2244,2.1668,-2.7282,8.0613
