Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z
0.8892,0.2233,0.3954,8.4168,-3.9911,3.6583
0.1833,0.2225,-0.1809,2.2733,-4.8411,3.4644
0.0834,0.0490,0.3280,3.0071,-6.3925,8.0828
0.0874,0.2377,0.6582,2.5091,-5.3630,5.9256
0.1263,0.1764,0.5233,3.2908,-5.4408,7.4089
-0.2840,0.4586,0.8583,2.6169,-5.5426,6.6367
0.5913,0.2542,0.7520,2.1464,-6.4105,11.1067
0.3936,1.6318,1.8034,0.4106,-6.2560,5.8335
0.4743,1.3955,2.3188,0.6572,-6.8079,8.8083
-0.9313,4.6479,2.8930,-0.4717,-7.4089,10.2783
1.9319,2.1013,1.9846,-1.4018,-7.5214,14.7591
1.8663,3.0699,2.5495,-3.6607,-4.6136,4.7513
2.1069,-1.3864,0.0903,5.3738,-1.1157,9.7408
2.5937,-0.4802,-1.1583,-8.4216,-1.9585,-1.2617
2.5858,1.1671,-0.2302,4.1073,0.5219,1.1109
-0.9737,-6.9589,-3.5458,-3.5482,-1.3144,-8.8777
-2.9764,-4.5576,-1.0800,2.9521,-4.8483,19.5977
0.2446,1.4402,-0.7248,-7.0437,-4.8602,12.1625
0.1394,-1.2969,0.5180,-0.2693,-1.9585,6.8223
0.4636,0.0488,0.2153,3.1508,-1.5754,8.3773
-0.2148,-0.7525,-0.3890,0.4944,-2.6228,5.9005
0.0234,-0.7711,-0.5217,2.4876,-4.1635,15.9669
0.8279,0.8687,-0.3056,0.3543,-2.9568,14.7770
0.8865,0.6158,-0.9337,3.6045,-1.5658,11.2192
0.8601,1.2305,-1.4967,-1.0427,-2.5271,16.7642
2.1512,0.3573,-0.1490,-4.0785,-1.0582,8.9543
1.5663,-0.3040,0.3565,0.9230,1.5467,-0.5495
-0.4826,-0.4149,-0.0413,1.4964,1.7382,-0.9541
-0.5630,-0.0536,-0.1729,1.2929,0.7027,6.9396
-0.3515,-0.5478,-0.4517,0.5255,0.0275,5.1176
-0.9300,-0.1996,-0.1903,-0.2670,-0.0802,7.4292
-0.8783,0.0040,-0.0608,0.7949,-0.5495,7.2975
-0.7224,0.3832,0.0197,-0.1700,-0.7518,8.6275
-1.1327,0.3528,0.3613,0.7123,-1.1073,7.4101
-1.6057,0.1748,1.3030,9.2680,-2.0039,13.0412
-0.0376,-1.2268,-2.4333,27.9798,-7.8087,39.2254
6.0831,-1.0435,-6.7338,-14.6501,-20.5806,39.2254
7.1782,2.1911,-0.5785,-18.0619,-16.8336,4.3766
6.5041,2.8432,0.8191,-4.1144,-13.8624,-11.4958
2.8770,3.6748,-1.3877,-8.5150,-14.2718,-39.2266
-6.3362,0.0043,5.5022,-17.8703,-29.3110,-39.2266
-8.7314,-0.9923,7.9070,27.4938,-39.2266,-14.5591
-8.7314,1.5569,1.8626,39.2254,-38.3204,23.3255
-6.8321,-2.4914,-6.5433,-9.0489,-38.9644,39.2254
1.6976,-0.0973,0.3858,5.0027,-2.4696,8.2528
0.6819,0.4501,0.1537,2.8060,-2.7282,17.9421
1.1996,0.3533,-0.3243,4.6783,-3.5279,-2.2398
0.1974,0.4810,0.5036,-2.0590,-4.3718,5.3151
-0.9374,0.8892,1.0842,6.7959,-4.2150,4.3167
-0.3619,1.4671,-0.2795,2.0830,-4.4137,4.8507
-0.9926,0.9209,0.3786,0.9469,-5.1894,10.4363
-0.7168,1.2284,0.6582,-1.4042,-5.6348,4.7130
-0.5209,1.1914,0.8167,2.4301,-6.2728,12.0081
-0.4586,1.3280,0.8924,-2.8299,-6.3913,6.8055
-0.4586,1.0904,1.6433,-2.8611,-7.0689,5.2804
-1.2878,1.0773,3.2516,-7.1371,-8.5293,5.6683
-0.8380,2.2585,4.1459,-0.0563,-8.0302,17.0419
2.1264,1.2204,2.3878,-4.6064,-6.8534,7.3849
2.3497,-0.2329,2.3009,-4.6603,-5.5665,10.1059
3.4203,-1.0363,1.4949,-1.3216,-1.9896,7.7560
2.8354,-1.7469,-1.4615,3.7314,0.3915,-9.0920
-0.8306,-4.6143,-2.7883,0.5435,-0.5243,0.6524
-0.7730,-4.7390,-2.8346,-2.9305,-2.5426,11.8070
0.1522,-0.3720,-1.4189,-4.8926,-2.6588,12.1805
-0.0392,-0.9872,-0.4128,0.8164,-0.9804,10.3142
0.1524,-0.8564,-1.0291,1.4329,-1.0942,9.1099
-0.2473,0.3016,-0.2902,0.1580,-1.2378,9.6139
0.0957,-0.1439,-0.1631,2.0219,-1.0283,8.5593
-0.0778,0.3283,-0.1162,0.4465,-1.1025,7.5585
-0.2001,0.0253,-0.1247,2.6205,-0.5806,7.8446
-0.5089,0.3691,-0.6395,0.6596,-1.2342,7.6914
-0.3541,0.0757,-0.2390,0.5088,-1.3443,9.4152
-0.1343,0.1039,-0.1617,0.1293,-1.5718,8.9328
0.0437,-0.0469,0.0461,2.2517,-1.0499,9.8055
0.1268,-0.0296,-0.2278,1.5036,-0.8428,8.6095
0.1418,0.2979,-0.1471,0.9936,-1.3096,8.7915
